[format: "filename|center_x|center_y|radius|possibility"]
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_130.png| 727.0| 70.0| 12.0| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_131.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_132.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_133.png| 377| 247| 29| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_134.png| 367| 262| 25| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_135.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_136.png| 619.0| 141.0| 18.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_137.png| 34.0| 238.0| 18.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_138.png| 723.0| 158.0| 13.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_139.png| 240.0| 354.0| 23.0| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_14.png| 356| 234| 45| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_140.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_141.png| 620| 215| 17| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_142.png| 133.0| 418.0| 19.0| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_143.png| 296.0| 60.0| 11.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_144.png| 191.0| 232.0| 9.0| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_145.png| 711| 78| 52| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_146.png| 696| 90| 51| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_147.png| 650| 83| 56| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_148.png| 26.0| 56.0| 10.0| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_149.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_15.png| 403| 274| 46| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_150.png| 527| 104| 48| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_151.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_152.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_153.png| 397| 91| 35| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_154.png| 355| 105| 44| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_155.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_156.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_157.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_158.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_159.png| 75| 152| 58| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_16.png| 392| 276| 42| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_160.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_161.png| 117| 71| 21| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_162.png| 64| 294| 55| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_163.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_164.png| 258.0| 98.0| 8.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_165.png| 724| 44| 5| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_166.png| 594| 126| 10| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_167.png| 92.0| 445.0| 30.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_168.png| 102| 498| 30| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_169.png| 102| 524| 31| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_17.png| 406| 291| 53| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_170.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_171.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_172.png| 322| 474| 23| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_173.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_174.png| 447| 471| 24| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_175.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_176.png| 549| 495| 22| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_177.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_178.png| 95.0| 101.0| 7.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_179.png| 647| 349| 24| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_18.png| 510| 294| 60| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_180.png| 676.0| 297.0| 28.0| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_181.png| 672| 250| 28| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_182.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_183.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_184.png| 537| 183| 45| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_185.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_186.png| 417| 202| 42| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_187.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_188.png| 420| 121| 40| 0.5
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_189.png| 268| 216| 41| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_19.png| 608| 294| 59| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_190.png| 228| 200| 41| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_191.png| 173| 181| 50| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_192.png| 104| 196| 42| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_193.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_194.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_195.png| 68.0| 100.0| 9.0| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_196.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_197.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_198.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_199.png| 425.0| 463.0| 23.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_20.png| 687| 352| 65| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_21.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_22.png| 497.0| 438.0| 59.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_23.png| 566| 288| 15| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_24.png| 271| 481| 50| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_25.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_26.png| 131.0| 406.0| 70.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_27.png| 248| 332| 60| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_28.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_29.png| 590| 183| 10| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_30.png| 543| 256| 49| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_31.png| 616| 167| 17| 0.25
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_32.png| 450.0| 285.0| 49.0| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_33.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_34.png| 438| 448| 21| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_35.png| 554| 410| 42| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_36.png| 661| 484| 65| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_37.png| 649| 310| 45| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_38.png| 635| 133| 64| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_39.png| 412| 138| 63| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_40.png| 517| 173| 19| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_41.png| 109.0| 209.0| 65.0| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_42.png| 135| 123| 71| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_43.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_44.png| 450| 363| 42| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_45.png| 395| 277| 52| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_46.png| 514| 304| 51| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_47.png| 558| 263| 46| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_48.png| 451| 286| 51| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_49.png| 389| 285| 54| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_50.png| 316| 293| 51| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_51.png| 201| 293| 56| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_52.png| 132| 287| 60| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_53.png| 121| 387| 38| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_54.png| 118| 442| 26| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_55.png| 262| 454| 43| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_56.png| 436| 454| 34| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_57.png| 589.0| 358.0| 49.0| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_58.png| 577| 204| 56| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_59.png| 583.0| 99.0| 61.0| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_60.png| 412| 137| 60| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_61.png| 423| 161| 54| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_62.png| 363| 166| 57| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_63.png| 163| 165| 60| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_64.png| 441| 87| 65| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_65.png| 426.0| 248.0| 51.0| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_66.png| 406| 294| 54| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_67.png| 308| 234| 57| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_68.png| 417| 231| 48| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_69.png| 531| 228| 57| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_70.png| 387| 242| 56| 1.0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_71.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_72.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_73.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_74.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_75.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_76.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_77.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_78.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_79.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_80.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_81.png| 214| 301| 43| 0.5
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_82.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_83.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_84.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_85.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_86.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_87.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_88.png| 470| 330| 41| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_89.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_90.png| 280| 316| 53| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_91.png| 294| 288| 35| 0.875
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_92.png| 163| 315| 44| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_93.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_94.png| 752| 432| 19| 0.75
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_95.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_96.png| 292| 141| 49| 0.625
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_97.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_98.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv5/outputs_5_layer_conv5_99.png| 572.0| 247.0| 52.0| 0.875
