[format: "filename|center_x|center_y|radius|possibility"]
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_127.png| 470| 85| 37| 0.625
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_128.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_129.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_13.png| 407| 321| 56| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_130.png| 716.0| 22.0| 11.0| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_131.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_132.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_133.png| 374| 245| 22| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_134.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_135.png| 353| 283| 25| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_136.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_137.png| 580| 152| 11| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_138.png| 279| 341| 23| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_139.png| 674.0| 10.0| 7.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_14.png| 370| 237| 41| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_140.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_141.png| 171.0| 406.0| 27.0| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_142.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_143.png| 778.0| 152.0| 13.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_144.png| 400.0| 302.0| 14.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_145.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_146.png| 693| 88| 54| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_147.png| 647| 83| 53| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_148.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_149.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_15.png| 409| 294| 56| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_150.png| 530| 109| 52| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_151.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_152.png| 449| 94| 46| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_153.png| 390| 99| 49| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_154.png| 349| 104| 46| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_155.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_156.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_157.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_158.png| 136| 116| 55| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_159.png| 77| 152| 55| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_16.png| 395| 280| 45| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_160.png| 83| 202| 53| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_161.png| 224| 59| 7| 0.625
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_162.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_163.png| 636.0| 12.0| 8.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_164.png| 227.0| 142.0| 12.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_165.png| 725.0| 46.0| 9.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_166.png| 96| 408| 28| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_167.png| 97.0| 446.0| 34.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_168.png| 92.0| 493.0| 35.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_169.png| 103| 524| 31| 0.625
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_17.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_170.png| 233.0| 460.0| 29.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_171.png| 400| 273| 26| 0.5
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_172.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_173.png| 354| 464| 14| 0.375
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_174.png| 446.0| 471.0| 27.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_175.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_176.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_177.png| 595| 481| 45| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_178.png| 368.0| 277.0| 7.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_179.png| 602| 339| 19| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_18.png| 505| 296| 59| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_180.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_181.png| 674.0| 255.0| 28.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_182.png| 648| 229| 47| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_183.png| 603.0| 201.0| 47.0| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_184.png| 539| 184| 44| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_185.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_186.png| 414| 201| 40| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_187.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_188.png| 348| 202| 31| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_189.png| 272| 215| 44| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_19.png| 611.0| 296.0| 61.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_190.png| 232| 192| 40| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_191.png| 176| 179| 46| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_192.png| 120| 212| 58| 0.625
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_193.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_194.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_195.png| 469| 61| 14| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_196.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_197.png| 252| 201| 8| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_198.png| 138.0| 54.0| 5.0| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_199.png| 433.0| 467.0| 26.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_20.png| 702| 340| 43| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_21.png| 702| 478| 35| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_22.png| 498| 433| 60| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_23.png| 358| 420| 57| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_24.png| 276| 492| 57| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_25.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_26.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_27.png| 363| 180| 63| 0.375
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_28.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_29.png| 432.0| 264.0| 57.0| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_30.png| 556| 275| 61| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_31.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_32.png| 462.0| 304.0| 61.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_33.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_34.png| 448| 446| 15| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_35.png| 562| 431| 64| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_36.png| 650| 466| 50| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_37.png| 649| 329| 61| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_38.png| 638| 124| 59| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_39.png| 416| 136| 61| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_40.png| 227| 219| 62| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_41.png| 109.0| 209.0| 65.0| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_42.png| 128| 120| 67| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_43.png| 272.0| 298.0| 43.0| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_44.png| 460| 374| 52| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_45.png| 393.0| 283.0| 55.0| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_46.png| 513| 299| 49| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_47.png| 554| 268| 43| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_48.png| 455| 278| 49| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_49.png| 391| 271| 42| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_50.png| 310| 297| 55| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_51.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_52.png| 136| 286| 57| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_53.png| 116| 417| 60| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_54.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_55.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_56.png| 437| 465| 46| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_57.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_58.png| 582| 198| 55| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_59.png| 579.0| 102.0| 62.0| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_60.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_61.png| 426| 162| 55| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_62.png| 360| 166| 53| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_63.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_64.png| 430.0| 82.0| 61.0| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_65.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_66.png| 409| 288| 52| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_67.png| 304| 215| 47| 1.0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_68.png| 419| 216| 38| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_69.png| 534| 225| 56| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_70.png| 386| 238| 52| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_71.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_72.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_73.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_74.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_75.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_76.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_77.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_78.png| 146| 451| 29| 0.75
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_79.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_80.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_81.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_82.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_83.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_84.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_85.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_86.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_87.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_88.png| 471| 331| 44| 0.5
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_89.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_90.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_91.png| 292| 292| 40| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_92.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_93.png| 165| 235| 54| 0.625
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_94.png| 139| 142| 39| 0.875
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_95.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_96.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_97.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_98.png| 0| 0| 0| 0
save_imgs/outputs_3_layer_conv3/outputs_3_layer_conv3_99.png| 0| 0| 0| 0
