[format: "filename|center_x|center_y|radius|possibility"]
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_124.png| 741.0| 196.0| 19.0| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_125.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_126.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_127.png| 472| 83| 35| 0.625
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_128.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_129.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_13.png| 399| 305| 47| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_130.png| 411| 170| 30| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_131.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_132.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_133.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_134.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_135.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_136.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_137.png| 312| 310| 23| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_138.png| 425.0| 119.0| 12.0| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_139.png| 230| 349| 21| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_14.png| 357| 228| 45| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_140.png| 396| 264| 57| 0.625
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_141.png| 612.0| 211.0| 18.0| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_142.png| 156.0| 202.0| 11.0| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_143.png| 397.0| 293.0| 16.0| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_144.png| 127.0| 269.0| 12.0| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_145.png| 712| 80| 50| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_146.png| 694.0| 90.0| 55.0| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_147.png| 646| 87| 55| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_148.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_149.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_15.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_150.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_151.png| 488| 99| 46| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_152.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_153.png| 394| 97| 47| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_154.png| 355| 103| 46| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_155.png| 296| 108| 49| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_156.png| 245| 103| 52| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_157.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_158.png| 139| 117| 56| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_159.png| 76| 150| 59| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_16.png| 396| 284| 47| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_160.png| 77| 206| 56| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_161.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_162.png| 61| 287| 49| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_163.png| 774.0| 167.0| 11.0| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_164.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_165.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_166.png| 91.0| 405.0| 17.0| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_167.png| 358.0| 22.0| 10.0| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_168.png| 748.0| 47.0| 17.0| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_169.png| 147| 509| 32| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_17.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_170.png| 232.0| 463.0| 28.0| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_171.png| 404| 254| 9| 0.625
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_172.png| 543.0| 59.0| 6.0| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_173.png| 386.0| 179.0| 15.0| 0.5
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_174.png| 438| 469| 24| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_175.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_176.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_177.png| 124.0| 85.0| 10.0| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_178.png| 579.0| 399.0| 22.0| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_179.png| 643| 354| 24| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_18.png| 505| 296| 59| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_180.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_181.png| 676| 254| 27| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_182.png| 653| 217| 35| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_183.png| 610| 202| 47| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_184.png| 536| 174| 37| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_185.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_186.png| 413| 205| 44| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_187.png| 382| 201| 40| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_188.png| 332| 212| 47| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_189.png| 272| 218| 45| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_19.png| 615| 283| 48| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_190.png| 238| 205| 47| 0.625
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_191.png| 170| 175| 44| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_192.png| 111| 200| 49| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_193.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_194.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_195.png| 734| 74| 9| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_196.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_197.png| 173.0| 476.0| 29.0| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_198.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_199.png| 428| 466| 25| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_20.png| 676| 327| 50| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_21.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_22.png| 497| 437| 62| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_23.png| 560| 295| 13| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_24.png| 272| 477| 46| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_25.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_26.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_27.png| 239.0| 313.0| 50.0| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_28.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_29.png| 593| 177| 13| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_30.png| 541| 256| 45| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_31.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_32.png| 450| 286| 48| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_33.png| 683| 172| 9| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_34.png| 445| 441| 14| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_35.png| 564| 430| 60| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_36.png| 659| 486| 62| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_37.png| 650| 306| 48| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_38.png| 636| 123| 58| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_39.png| 414| 134| 61| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_40.png| 385| 122| 10| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_41.png| 284.0| 110.0| 12.0| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_42.png| 308.0| 28.0| 11.0| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_43.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_44.png| 453| 363| 42| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_45.png| 398.0| 281.0| 54.0| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_46.png| 513| 291| 44| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_47.png| 549| 261| 41| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_48.png| 449| 277| 45| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_49.png| 388| 280| 50| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_50.png| 315| 298| 55| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_51.png| 199| 290| 53| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_52.png| 134| 270| 49| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_53.png| 121| 417| 61| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_54.png| 103| 491| 27| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_55.png| 288| 455| 34| 0.625
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_56.png| 430| 448| 27| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_57.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_58.png| 579| 198| 55| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_59.png| 577| 93| 61| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_60.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_61.png| 419| 168| 55| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_62.png| 364| 165| 56| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_63.png| 160| 156| 53| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_64.png| 428| 84| 59| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_65.png| 424| 243| 51| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_66.png| 411| 290| 55| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_67.png| 302| 224| 51| 1.0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_68.png| 416| 230| 49| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_69.png| 536| 210| 44| 0.625
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_70.png| 389| 243| 57| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_71.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_72.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_73.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_74.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_75.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_76.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_77.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_78.png| 139| 435| 42| 0.625
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_79.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_80.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_81.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_82.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_83.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_84.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_85.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_86.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_87.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_88.png| 493| 338| 34| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_89.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_90.png| 283| 317| 48| 0.875
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_91.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_92.png| 167| 317| 45| 0.75
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_93.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_94.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_95.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_96.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_97.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_98.png| 0| 0| 0| 0
save_imgs/outputs_9_layer_conv5/outputs_9_layer_conv5_99.png| 0| 0| 0| 0
