[format: "filename|center_x|center_y|radius|possibility"]
save_imgs/bad_imgs/bad_imgs_161.png| 164.0| 156.0| 18.0| 0.875
save_imgs/bad_imgs/bad_imgs_162.png| 83| 277| 31| 0.75
save_imgs/bad_imgs/bad_imgs_163.png| 81| 309| 32| 1.0
save_imgs/bad_imgs/bad_imgs_164.png| 63.0| 346.0| 47.0| 0.875
save_imgs/bad_imgs/bad_imgs_165.png| 99| 373| 26| 0.875
save_imgs/bad_imgs/bad_imgs_166.png| 97| 437| 33| 0.375
save_imgs/bad_imgs/bad_imgs_167.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_168.png| 90.0| 499.0| 35.0| 0.875
save_imgs/bad_imgs/bad_imgs_169.png| 153| 507| 31| 0.75
save_imgs/bad_imgs/bad_imgs_17.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_170.png| 225| 465| 32| 0.75
save_imgs/bad_imgs/bad_imgs_171.png| 275| 456| 12| 0.875
save_imgs/bad_imgs/bad_imgs_172.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_173.png| 401| 287| 14| 0.875
save_imgs/bad_imgs/bad_imgs_174.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_175.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_176.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_177.png| 121.0| 83.0| 9.0| 1.0
save_imgs/bad_imgs/bad_imgs_178.png| 584| 398| 23| 0.75
save_imgs/bad_imgs/bad_imgs_179.png| 602| 341| 20| 0.625
save_imgs/bad_imgs/bad_imgs_18.png| 510| 292| 59| 0.875
save_imgs/bad_imgs/bad_imgs_180.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_181.png| 311.0| 43.0| 6.0| 0.875
save_imgs/bad_imgs/bad_imgs_182.png| 643| 224| 43| 0.875
save_imgs/bad_imgs/bad_imgs_183.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_184.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_185.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_186.png| 439| 120| 20| 0.625
save_imgs/bad_imgs/bad_imgs_187.png| 517| 16| 8| 1.0
save_imgs/bad_imgs/bad_imgs_188.png| 387| 136| 31| 0.5
save_imgs/bad_imgs/bad_imgs_189.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_19.png| 608.0| 300.0| 61.0| 1.0
save_imgs/bad_imgs/bad_imgs_190.png| 256| 192| 27| 1.0
save_imgs/bad_imgs/bad_imgs_191.png| 177| 189| 54| 0.625
save_imgs/bad_imgs/bad_imgs_192.png| 135| 188| 31| 0.875
save_imgs/bad_imgs/bad_imgs_193.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_194.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_195.png| 765| 39| 10| 0.875
save_imgs/bad_imgs/bad_imgs_196.png| 97| 438| 23| 0.625
save_imgs/bad_imgs/bad_imgs_197.png| 173| 473| 20| 0.75
save_imgs/bad_imgs/bad_imgs_198.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_199.png| 390.0| 466.0| 18.0| 0.875
save_imgs/bad_imgs/bad_imgs_20.png| 684| 335| 48| 0.875
save_imgs/bad_imgs/bad_imgs_21.png| 679| 506| 70| 1.0
save_imgs/bad_imgs/bad_imgs_22.png| 514.0| 405.0| 29.0| 0.875
save_imgs/bad_imgs/bad_imgs_23.png| 355| 425| 58| 0.625
save_imgs/bad_imgs/bad_imgs_24.png| 292.0| 467.0| 18.0| 0.875
save_imgs/bad_imgs/bad_imgs_25.png| 144| 448| 67| 1.0
save_imgs/bad_imgs/bad_imgs_26.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_27.png| 248| 325| 57| 0.75
save_imgs/bad_imgs/bad_imgs_28.png| 320| 297| 62| 1.0
save_imgs/bad_imgs/bad_imgs_29.png| 598| 181| 11| 0.875
save_imgs/bad_imgs/bad_imgs_30.png| 562| 258| 44| 1.0
save_imgs/bad_imgs/bad_imgs_31.png| 397| 259| 38| 0.75
save_imgs/bad_imgs/bad_imgs_32.png| 453.0| 287.0| 46.0| 0.875
save_imgs/bad_imgs/bad_imgs_33.png| 535| 241| 30| 1.0
save_imgs/bad_imgs/bad_imgs_34.png| 473.0| 429.0| 15.0| 0.875
save_imgs/bad_imgs/bad_imgs_35.png| 554| 402| 43| 0.75
save_imgs/bad_imgs/bad_imgs_36.png| 665| 459| 33| 0.75
save_imgs/bad_imgs/bad_imgs_37.png| 643| 302| 39| 0.875
save_imgs/bad_imgs/bad_imgs_38.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_39.png| 414| 130| 55| 0.875
save_imgs/bad_imgs/bad_imgs_40.png| 382| 114| 18| 0.75
save_imgs/bad_imgs/bad_imgs_41.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_42.png| 124| 123| 70| 0.75
save_imgs/bad_imgs/bad_imgs_43.png| 274| 296| 40| 0.875
save_imgs/bad_imgs/bad_imgs_44.png| 455| 362| 42| 0.75
save_imgs/bad_imgs/bad_imgs_45.png| 397| 278| 50| 0.75
save_imgs/bad_imgs/bad_imgs_46.png| 512| 303| 54| 0.875
save_imgs/bad_imgs/bad_imgs_47.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_48.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_49.png| 394| 285| 55| 0.875
save_imgs/bad_imgs/bad_imgs_50.png| 307| 284| 39| 1.0
save_imgs/bad_imgs/bad_imgs_51.png| 193| 296| 56| 1.0
save_imgs/bad_imgs/bad_imgs_52.png| 135| 285| 58| 1.0
save_imgs/bad_imgs/bad_imgs_53.png| 121| 417| 61| 0.875
save_imgs/bad_imgs/bad_imgs_54.png| 106| 511| 35| 0.75
save_imgs/bad_imgs/bad_imgs_55.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_56.png| 427| 456| 27| 0.75
save_imgs/bad_imgs/bad_imgs_57.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_58.png| 579| 202| 57| 1.0
save_imgs/bad_imgs/bad_imgs_59.png| 578| 96| 57| 0.875
save_imgs/bad_imgs/bad_imgs_60.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_61.png| 427| 139| 34| 1.0
save_imgs/bad_imgs/bad_imgs_62.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_63.png| 14.0| 55.0| 12.0| 1.0
save_imgs/bad_imgs/bad_imgs_64.png| 435| 82| 61| 0.75
save_imgs/bad_imgs/bad_imgs_65.png| 421| 250| 52| 0.875
save_imgs/bad_imgs/bad_imgs_66.png| 415| 269| 37| 1.0
save_imgs/bad_imgs/bad_imgs_67.png| 304| 218| 45| 0.875
save_imgs/bad_imgs/bad_imgs_68.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_69.png| 532.0| 217.0| 50.0| 0.875
save_imgs/bad_imgs/bad_imgs_70.png| 383| 242| 58| 0.875
save_imgs/bad_imgs/bad_imgs_71.png| 582| 277| 61| 1.0
save_imgs/bad_imgs/bad_imgs_72.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_73.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_74.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_75.png| 625.0| 277.0| 7.0| 0.875
save_imgs/bad_imgs/bad_imgs_76.png| 760.0| 486.0| 18.0| 0.75
save_imgs/bad_imgs/bad_imgs_77.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_78.png| 126| 444| 60| 0.75
save_imgs/bad_imgs/bad_imgs_79.png| 326| 418| 51| 0.625
save_imgs/bad_imgs/bad_imgs_80.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_81.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_82.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_83.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_84.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_85.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_86.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_87.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_88.png| 470| 343| 52| 1.0
save_imgs/bad_imgs/bad_imgs_89.png| 390| 339| 49| 0.875
save_imgs/bad_imgs/bad_imgs_90.png| 293.0| 298.0| 30.0| 1.0
save_imgs/bad_imgs/bad_imgs_91.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_92.png| 135| 319| 55| 1.0
save_imgs/bad_imgs/bad_imgs_93.png| 182| 212| 25| 0.875
save_imgs/bad_imgs/bad_imgs_94.png| 139| 138| 41| 0.875
save_imgs/bad_imgs/bad_imgs_95.png| 151| 113| 38| 0.75
save_imgs/bad_imgs/bad_imgs_96.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_97.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_98.png| 0| 0| 0| 0
save_imgs/bad_imgs/bad_imgs_99.png| 329| 257| 10| 0.875
