[format: "filename|center_x|center_y|radius|possibility"]
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_84.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_85.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_86.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_87.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_88.png| 494| 336| 35| 0.75
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_89.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_90.png| 277| 305| 42| 0.75
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_91.png| 217| 324| 37| 0.75
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_92.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_93.png| 185.0| 230.0| 39.0| 0.875
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_94.png| 226| 118| 47| 0.625
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_95.png| 143| 103| 37| 0.875
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_96.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_97.png| 408| 172| 45| 0.875
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_98.png| 0| 0| 0| 0
save_imgs/outputs_5_layer_conv3/outputs_5_layer_conv3_99.png| 0| 0| 0| 0
