[format: "filename|img_width|img_height|x1|y1|x2|y2|center_x|center_y|width|height"]
img_fr_nov15_000.123.png|800|600|529|41|637|154|583.0|97.5|108|113
img_fr_nov15_000.124.png|800|600|367|84|471|197|419.0|140.5|104|113
img_fr_nov15_000.125.png|800|600|375|112|477|216|426.0|164.0|102|104
img_fr_nov15_000.126.png|800|600|315|112|417|214|366.0|163.0|102|102
img_fr_nov15_000.127.png|800|600|109|107|216|218|162.5|162.5|107|111
img_fr_nov15_000.128.png|800|600|381|26|483|136|432.0|81.0|102|110
img_fr_nov15_000.129.png|800|600|380|193|478|295|429.0|244.0|98|102
img_fr_nov15_000.130.png|800|600|366|240|464|342|415.0|291.0|98|102
img_fr_nov15_000.131.png|800|600|251|171|353|280|302.0|225.5|102|109
img_fr_nov15_000.132.png|800|600|362|187|472|290|417.0|238.5|110|103
img_fr_nov15_000.133.png|800|600|484|174|590|280|537.0|227.0|106|106
img_fr_nov15_000.134.png|800|600|339|189|438|295|388.5|242.0|99|106
img_fr_nov15_000.135.png|800|600|533|210|641|331|587.0|270.5|108|121
img_fr_nov15_000.136.png|800|600|465|210|569|314|517.0|262.0|104|104
img_fr_nov15_000.137.png|800|600|392|251|498|352|445.0|301.5|106|101
img_fr_nov15_000.138.png|800|600|298|261|402|367|350.0|314.0|104|106
img_fr_nov15_000.139.png|800|600|212|246|320|355|266.0|300.5|108|109
img_fr_nov15_000.140.png|800|600|104|228|221|344|162.5|286.0|117|116
img_fr_nov15_000.141.png|800|600|152|334|267|449|209.5|391.5|115|115
img_fr_nov15_000.142.png|800|600|71|390|186|511|128.5|450.5|115|121
img_fr_nov15_000.143.png|800|600|276|374|384|487|330.0|430.5|108|113
img_fr_nov15_000.144.png|800|600|386|351|487|455|436.5|403.0|101|104
img_fr_nov15_000.145.png|800|600|498|364|604|473|551.0|418.5|106|109
img_fr_nov15_000.147.png|800|600|478|199|586|303|532.0|251.0|108|104
img_fr_nov15_000.148.png|800|600|474|104|579|214|526.5|159.0|105|110
img_fr_nov15_000.149.png|800|600|317|133|420|246|368.5|189.5|103|113
img_fr_nov15_000.150.png|800|600|182|116|296|237|239.0|176.5|114|121
img_fr_nov15_000.151.png|800|600|338|205|443|316|390.5|260.5|105|111
img_fr_nov15_000.152.png|800|600|413|236|515|340|464.0|288.0|102|104
img_fr_nov15_000.245.png|800|600|424|291|521|391|472.5|341.0|97|100
img_fr_nov15_000.246.png|800|600|343|294|438|395|390.5|344.5|95|101
img_fr_nov15_000.247.png|800|600|232|266|333|370|282.5|318.0|101|104
img_fr_nov15_000.248.png|800|600|144|273|246|375|195.0|324.0|102|102
img_fr_nov15_000.249.png|800|600|86|268|193|370|139.5|319.0|107|102
img_fr_nov15_000.250.png|800|600|118|186|220|291|169.0|238.5|102|105
img_fr_nov15_000.251.png|800|600|56|84|169|200|112.5|142.0|113|116
img_fr_nov15_000.252.png|800|600|74|63|181|174|127.5|118.5|107|111
img_fr_nov15_000.253.png|800|600|238|86|335|190|286.5|138.0|97|104
img_fr_nov15_000.254.png|800|600|364|131|459|231|411.5|181.0|95|100
img_fr_nov15_000.255.png|800|600|465|137|564|241|514.5|189.0|99|104
img_fr_nov15_000.256.png|800|600|527|199|626|299|576.5|249.0|99|100
img_fr_nov15_000.257.png|800|600|568|235|668|333|618.0|284.0|100|98
img_fr_nov15_000.258.png|800|600|617|244|720|352|668.5|298.0|103|108
img_fr_nov15_000.259.png|800|600|405|60|502|173|453.5|116.5|97|113
img_fr_nov15_000.260.png|800|600|317|78|417|179|367.0|128.5|100|101
img_fr_nov15_000.261.png|800|600|315|225|404|325|359.5|275.0|89|100
leipzig_robocup16_000.052.png|800|600|511|243|574|309|542.5|276.0|63|66
leipzig_robocup16_000.053.png|800|600|456|50|518|112|487.0|81.0|62|62
leipzig_robocup16_000.054.png|800|600|511|243|572|305|541.5|274.0|61|62
leipzig_robocup16_000.055.png|800|600|500|236|564|303|532.0|269.5|64|67
leipzig_robocup16_000.056.png|800|600|493|236|555|298|524.0|267.0|62|62
leipzig_robocup16_000.057.png|800|600|467|233|531|298|499.0|265.5|64|65
leipzig_robocup16_000.058.png|800|600|439|233|504|300|471.5|266.5|65|67
leipzig_robocup16_000.059.png|800|600|413|233|475|302|444.0|267.5|62|69
leipzig_robocup16_000.060.png|800|600|378|240|440|303|409.0|271.5|62|63
leipzig_robocup16_000.061.png|800|600|350|238|417|302|383.5|270.0|67|64
leipzig_robocup16_000.062.png|800|600|322|236|384|298|353.0|267.0|62|62
leipzig_robocup16_000.063.png|800|600|301|238|363|302|332.0|270.0|62|64
leipzig_robocup16_000.064.png|800|600|268|240|335|303|301.5|271.5|67|63
leipzig_robocup16_000.065.png|800|600|242|238|302|298|272.0|268.0|60|60
leipzig_robocup16_000.066.png|800|600|208|242|275|305|241.5|273.5|67|63
leipzig_robocup16_000.067.png|800|600|179|247|248|312|213.5|279.5|69|65
leipzig_robocup16_000.068.png|800|600|145|247|220|314|182.5|280.5|75|67
leipzig_robocup16_000.069.png|800|600|109|250|183|319|146.0|284.5|74|69
leipzig_robocup16_000.070.png|800|600|63|250|139|324|101.0|287.0|76|74
leipzig_robocup16_000.071.png|800|600|25|252|108|323|66.5|287.5|83|71
leipzig_robocup16_000.072.png|800|600|9|250|87|326|48.0|288.0|78|76
leipzig_robocup16_000.073.png|800|600|511|243|576|309|543.5|276.0|65|66
leipzig_robocup16_000.074.png|800|600|439|56|506|125|472.5|90.5|67|69
leipzig_robocup16_000.075.png|800|600|427|77|489|141|458.0|109.0|62|64
leipzig_robocup16_000.076.png|800|600|402|116|466|185|434.0|150.5|64|69
leipzig_robocup16_000.077.png|800|600|388|147|448|218|418.0|182.5|60|71
leipzig_robocup16_000.078.png|800|600|371|170|436|235|403.5|202.5|65|65
leipzig_robocup16_000.079.png|800|600|353|189|422|255|387.5|222.0|69|66
leipzig_robocup16_000.080.png|800|600|350|219|412|281|381.0|250.0|62|62
leipzig_robocup16_000.081.png|800|600|339|243|403|305|371.0|274.0|64|62
leipzig_robocup16_000.082.png|800|600|327|261|387|323|357.0|292.0|60|62
leipzig_robocup16_000.083.png|800|600|308|282|368|342|338.0|312.0|60|60
leipzig_robocup16_000.084.png|800|600|280|296|344|359|312.0|327.5|64|63
leipzig_robocup16_000.085.png|800|600|238|317|303|380|270.5|348.5|65|63
leipzig_robocup16_000.086.png|800|600|203|334|270|400|236.5|367.0|67|66
leipzig_robocup16_000.087.png|800|600|172|352|241|417|206.5|384.5|69|65
leipzig_robocup16_000.088.png|800|600|133|376|206|441|169.5|408.5|73|65
leipzig_robocup16_000.089.png|800|600|107|400|178|473|142.5|436.5|71|73
leipzig_robocup16_000.090.png|800|600|83|418|155|490|119.0|454.0|72|72
leipzig_robocup16_000.091.png|800|600|56|439|129|511|92.5|475.0|73|72
leipzig_robocup16_000.092.png|800|600|650|34|768|146|709.0|90.0|118|112
leipzig_robocup16_000.093.png|800|600|638|41|747|151|692.5|96.0|109|110
leipzig_robocup16_000.094.png|800|600|594|37|707|143|650.5|90.0|113|106
leipzig_robocup16_000.095.png|800|600|544|55|651|155|597.5|105.0|107|100
leipzig_robocup16_000.096.png|800|600|518|58|618|158|568.0|108.0|100|100
leipzig_robocup16_000.097.png|800|600|476|60|583|160|529.5|110.0|107|100
leipzig_robocup16_000.098.png|800|600|435|58|541|158|488.0|108.0|106|100
leipzig_robocup16_000.099.png|800|600|395|44|499|151|447.0|97.5|104|107
leipzig_robocup16_000.100.png|800|600|343|55|447|157|395.0|106.0|104|102
leipzig_robocup16_000.101.png|800|600|304|63|403|158|353.5|110.5|99|95
leipzig_robocup16_000.102.png|800|600|247|63|349|160|298.0|111.5|102|97
leipzig_robocup16_000.103.png|800|600|194|60|302|160|248.0|110.0|108|100
leipzig_robocup16_000.104.png|800|600|137|62|248|165|192.5|113.5|111|103
leipzig_robocup16_000.105.png|800|600|81|65|192|174|136.5|119.5|111|109
leipzig_robocup16_000.106.png|800|600|18|103|135|208|76.5|155.5|117|105
leipzig_robocup16_000.107.png|800|600|25|151|136|260|80.5|205.5|111|109
leipzig_robocup16_000.108.png|800|600|7|207|124|312|65.5|259.5|117|105
leipzig_robocup16_000.109.png|800|600|7|238|122|347|64.5|292.5|115|109
leipzig_robocup16_000.110.png|800|600|6|271|118|379|62.0|325.0|112|108
leipzig_robocup16_000.111.png|800|600|9|301|124|406|66.5|353.5|115|105
leipzig_robocup16_000.112.png|800|600|18|338|125|445|71.5|391.5|107|107
leipzig_robocup16_000.113.png|800|600|16|373|131|483|73.5|428.0|115|110
leipzig_robocup16_000.114.png|800|600|16|409|136|522|76.0|465.5|120|113
leipzig_robocup16_000.115.png|800|600|11|455|127|569|69.0|512.0|116|114
leipzig_robocup16_000.116.png|800|600|63|474|183|585|123.0|529.5|120|111
leipzig_robocup16_000.117.png|800|600|156|430|265|532|210.5|481.0|109|102
leipzig_robocup16_000.118.png|800|600|207|439|305|541|256.0|490.0|98|102
leipzig_robocup16_000.119.png|800|600|252|446|358|551|305.0|498.5|106|105
leipzig_robocup16_000.120.png|800|600|315|439|410|537|362.5|488.0|95|98
leipzig_robocup16_000.121.png|800|600|371|439|478|539|424.5|489.0|107|100
leipzig_robocup16_000.122.png|800|600|427|453|527|553|477.0|503.0|100|100
leipzig_robocup16_000.123.png|800|600|477|463|583|565|530.0|514.0|106|102
leipzig_robocup16_000.124.png|800|600|545|435|648|539|596.5|487.0|103|104
leipzig_robocup16_000.125.png|800|600|556|366|656|468|606.0|417.0|100|102
leipzig_robocup16_000.126.png|800|600|573|317|672|410|622.5|363.5|99|93
leipzig_robocup16_000.127.png|800|600|598|263|698|352|648.0|307.5|100|89
leipzig_robocup16_000.128.png|800|600|600|214|698|310|649.0|262.0|98|96
leipzig_robocup16_000.129.png|800|600|594|182|691|275|642.5|228.5|97|93
leipzig_robocup16_000.130.png|800|600|552|152|658|249|605.0|200.5|106|97
leipzig_robocup16_000.131.png|800|600|486|145|586|242|536.0|193.5|100|97
leipzig_robocup16_000.132.png|800|600|423|138|520|235|471.5|186.5|97|97
leipzig_robocup16_000.133.png|800|600|367|159|461|251|414.0|205.0|94|92
leipzig_robocup16_000.134.png|800|600|336|163|433|255|384.5|209.0|97|92
leipzig_robocup16_000.135.png|800|600|280|168|386|258|333.0|213.0|106|90
leipzig_robocup16_000.136.png|800|600|224|175|321|270|272.5|222.5|97|95
leipzig_robocup16_000.137.png|800|600|182|161|286|253|234.0|207.0|104|92
leipzig_robocup16_000.138.png|800|600|123|135|232|237|177.5|186.0|109|102
leipzig_robocup16_000.139.png|800|600|56|156|174|260|115.0|208.0|118|104
leipzig_robocup16_000.140.png|800|600|56|217|164|316|110.0|266.5|108|99
leipzig_robocup16_000.141.png|800|600|97|271|211|377|154.0|324.0|114|106
leipzig_robocup16_000.142.png|800|600|121|327|227|441|174.0|384.0|106|114
leipzig_robocup16_000.143.png|800|600|62|406|176|504|119.0|455.0|114|98
leipzig_robocup16_000.144.png|800|600|133|435|253|546|193.0|490.5|120|111
leipzig_robocup16_000.145.png|800|600|264|453|365|555|314.5|504.0|101|102
leipzig_robocup16_000.146.png|800|600|360|432|461|529|410.5|480.5|101|97
